,query_id,content,file_name,title,chunk_id
66,23,"【Documents of Japanese Spouse/Parent】
(6) Photocopy of Arian Certificate of Registration Card
(7) Photocopy of Japanese Passport (Identification page and valid visa of the Philippines)",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_5
67,23,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
68,23,"【ADDITIONAL REQUIREMENTS】
- If inviter or his/her spouse is Japanese, submit his/her Koseki-tohon.
- If inviter/guarantor is not Japanese, submit his/her photocopy of Residence Card (both sides).",VISITING RELATIVES.pdf,VISITING RELATIVES,VISITING RELATIVES.pdf_chunk_6
69,24,"SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES
April 2025",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_0
70,24,"【Documents of Japanese Spouse/Parent】
(6) Photocopy of Arian Certificate of Registration Card
(7) Photocopy of Japanese Passport (Identification page and valid visa of the Philippines)",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_5
71,24,"A. PURPOSE
Spouse/child of Japanese national residing in the Philippines visits Japan temporarily.
☞ To apply for this visa, the Japanese spouse/parent needs to stay in the Philippines with long term visa
valid for 6 months or over. If he/she stays in the Philippines as temporary visitor, this visa is not
available.",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_1
72,25,"B. REQUIREMENTS（Details → https://www.ph.emb-japan.go.jp/itpr_en/00_000000.html）
APPLICANT’S REQUIREMENTS
(1) General Notes
•
All documents issued/prepared in the Philippines must be original, unless stated
otherwise on the Embassy’s official website.
•
Photocopies of documents from Japan are acceptable, but the Embassy may still request
the original for inspection.
•
Submitted documents will not be returned.
§ If return is needed, submit original + photocopy and request their return.
(2) Document Validity
•
Must be issued within 3 months from the date of application.
§ Exception: Birth/Marriage Certificates – valid for 1 year.
(3) Document Size and Translation
•
All documents must be in A4 size.
§ If not, copy/resize to A4 and submit with the original.
§ Legal-size documents close to A4 are acceptable without copying.
•
Do not staple documents or include issuance receipts.
•
Non-English/Japanese documents require translation into English or Japanese, with:
§ Date of translation
§ Translator’s name
§ Translator’s signature
(4) Additional Requirements
•
The Embassy may request additional documents via JVAC.
•
If not submitted within 1 month, the application will be terminated.
(5) Passport
•
Must not be broken, damaged, or soiled.
•
Must have at least 2 blank pages.
(6) Visa Application Form
•
Fill in all items in English.
•
Write ""N/A"" for non-applicable items.
•
""Date of application"" = date of submission to JVAC or Embassy.
(7) Facial Photo
•
Size: 4.5 cm × 3.5 cm, taken within the last 6 months.
•
Attach by glue (no staples) to designated space in form.
•
Must be clear, white background, color or monochrome.
•
Write full name and date of birth at the back.
•
No digitally modified or non-standard photos.
(8) Itinerary in Japan
•
Include entry and departure dates (flight info optional).
•
Provide accommodation details (name, address, phone).
•
Daily breakdown of activities.
§ If same activity for several days, list as ""YYYY/MM/DD – YYYY/MM/DD"".
(9) Letter of Guarantee
•
If multiple applicants have same guarantor:
o Write representative’s name + “Other names, see attached list”.
o Attach “List of Visa Applicants”.
(10) Invitation Letter
•
Must clearly state purpose and background of invitation.
•
Provide supporting documents based on purpose.
•
Not acceptable: vague purposes like ""Sightseeing"", ""Friend"", etc.
•
Do not submit copies of My Number Card or Medical Insurance Card.",IMPORTANT NOTES ON THE DOCUMENT SUBMISSION.pdf,IMPORTANT NOTES ON DOCUMENT SUBMISSION,IMPORTANT NOTES ON THE DOCUMENT SUBMISSION.pdf_chunk_2
73,25,"A. Eligibility for application
Filipino parents raising Japanese-Filipino Children (refered to as JFC, who must be under 20 years old)
by themselves will travel to Japan on one of the following purposes.
(1) To raise the child in Japan (as Long Term Resident)
(2) Preparation or preliminary inspection for possible long-term stay in the future to raise the child in
Japan (as Temporary Visitor)
(3) Search for a Japanese parent or negotiations with him on acknowledgement, custody or child-support
payment, etc (as Temporary Visitor)
* If you have supports from a Japanese parent now to raise the child, you are not eligible for this visa.
For details of the eligibility, please ask us directly.",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_1
74,25,"【In case that applicant will shoulder part/all of travel expense】
(7) Bank Certificate
(8) Photocopy of Income Tax Return (BIR Form)
INVEITER’S REQUIREMENTS
(9) Invitation Letter ※
(10) Documents related to the reason for the invitation (e.g., invitation letter showing the dates of the
graduation ceremony, wedding, medical certificate, etc.; if the period of stay exceeds 30 days, an
explanation letter is necessary.).
(11) Itinerary in Japan ※
(12) Statement of Service (including E-mail address of attestant, if possible)
(13) Photocopy of Inviter’s passport (Pages of ID and stamps in Japan)
(14) Proof of Relationship
- If you are relatives, submit Birth Certificate or Marriage Certificate (issued by PSA within 1 year).
- If you are friends, submit photos, E-mails, receipt of remittance or parcel, etc.",VISITING US MILITARY PERSONNEL.pdf,VISITING US MIILITALY PERSONNEL,VISITING US MILITARY PERSONNEL.pdf_chunk_5
75,26,"A. PURPOSE
Visit Japan for tourism.",TOURISM.pdf,TOURISM,TOURISM.pdf_chunk_1
76,26,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
77,26,"ATTIC TOURS
Specialized in Japan Visa Application Services",ATTIC TOURS.pdf,ATTIC TOURS,ATTIC TOURS.pdf_chunk_0
78,27,"ATTIC TOURS
Specialized in Japan Visa Application Services",ATTIC TOURS.pdf,ATTIC TOURS,ATTIC TOURS.pdf_chunk_0
79,27,"A. PURPOSE
Spouse/child of Japanese national residing in the Philippines visits Japan temporarily.
☞ To apply for this visa, the Japanese spouse/parent needs to stay in the Philippines with long term visa
valid for 6 months or over. If he/she stays in the Philippines as temporary visitor, this visa is not
available.",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_1
80,27,"A. Eligibility for application
Filipino parents raising Japanese-Filipino Children (refered to as JFC, who must be under 20 years old)
by themselves will travel to Japan on one of the following purposes.
(1) To raise the child in Japan (as Long Term Resident)
(2) Preparation or preliminary inspection for possible long-term stay in the future to raise the child in
Japan (as Temporary Visitor)
(3) Search for a Japanese parent or negotiations with him on acknowledgement, custody or child-support
payment, etc (as Temporary Visitor)
* If you have supports from a Japanese parent now to raise the child, you are not eligible for this visa.
For details of the eligibility, please ask us directly.",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_1
81,28,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
COMMON REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Request for Multiple-Entry Visa ※
* In case [ those with sufficient financial capacity] is checked, the embassy examine and determine
whether the applicant falls under [Multiple-Entry Visa for Temporary Visitor] or [Multiple-Entry Visa
Temporary Visitor Visa for Philippine Nationals with Considerable Financial Capacity].
(5) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞Unnecessary if there is used Japan Visa on passport.",MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf_chunk_2
82,28,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
COMMON REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Request for Multiple-Entry Visa ※
(5) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞Unnecessary if there is used Japan Visa on passport.",MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR,MULTIPLE-ENTRY VISA FOR TEMPORARY VISITOR.pdf_chunk_2
83,28,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
(1) Passport（Holder’s signature required）
(2) Photo copy of Passport（Identification page only）
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞  Unnecessary if there is used Japan Visa on passport.",TOURISM.pdf,TOURISM,TOURISM.pdf_chunk_2
84,29,"C. Procedure of Application
(1) Without COE, you need apply for visa through one of the accredited agencies or the registered Nikkei-Jin
agencies. Please put all the requirements into a large envelope and submit it without seal.
(2) With COE, you can apply for visa directly the Embassy of Japan in the Philippines, the Consulate General
in Cebu or Davao (You can also apply for visa through one of the agencies abovementioned.)",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_11
85,29,"A. PURPOSE
Study, work (including “Technical Trainee Intern” and “Entertainer”) or live with a spouse or parent(s)
(Your Inviter needs to apply Japan Immigration for a Certificate of Eligibility (COE) in advance.)
☞ As of Diplomat, Official, Medical Stay and Housekeeper hired by Diplomat/Official, please check its own
requirements on this website.","STUDENT, WORKER AND DEPENDENT.pdf","STUDENT, WORKER AND DEPENDENT","STUDENT, WORKER AND DEPENDENT.pdf_chunk_1"
86,29,"B. REQUIREMENTS（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Certificate of Eligibility (photocopy, no need original)
* If you received a Certificate of eligibility by email from Japan Immigration, submit a
photocopy of the email.
【For COE Holders of SPOUSE/CHILD OF JAPANESE, SPOUSE/CHLILD OF PERMANETN RESIDENT,
LONG TERM RESIDENT and DEPENDENT】
(5) Birth Certificate (issued by PSA within 1 year)","STUDENT, WORKER AND DEPENDENT.pdf","STUDENT, WORKER AND DEPENDENT","STUDENT, WORKER AND DEPENDENT.pdf_chunk_2"
87,30,"A. PURPOSE
Visit Japan for tourism.",TOURISM.pdf,TOURISM,TOURISM.pdf_chunk_1
88,30,"A. PURPOSE
Visit Japan on official purpose (including accompanying dependents).",OFFICIAL.pdf,OFFICIAL,OFFICIAL.pdf_chunk_1
89,30,"A. PURPOSE
Visit a US military personnel stationed in Japan or his/her dependent.",VISITING US MILITARY PERSONNEL.pdf,VISITING US MIILITALY PERSONNEL,VISITING US MILITARY PERSONNEL.pdf_chunk_1
90,31,"A. PURPOSE
Work in Japan as private housekeeper of persons holding diplomatic or official status in Japan.",HOUSEKEEPER OF DIPLOMAT:OFFICIAL.pdf,HOUSEKEEPER OF DIPLOMAT/OFFICIAL,HOUSEKEEPER OF DIPLOMAT:OFFICIAL.pdf_chunk_1
91,31,"【ADDITIONAL REQUIREMENTS】
- If inviter or his/her spouse is Japanese, submit his/her Koseki-tohon.
- If inviter/guarantor is not Japanese, submit his/her photocopy of Residence Card (both sides).",VISITING RELATIVES.pdf,VISITING RELATIVES,VISITING RELATIVES.pdf_chunk_6
92,31,"【In case that applicant has a plan to settle in Japan with the child】
(15) Certificate to be employed by Japanese company (if you have a prospective employer)
- It must include address, phone number and contact person of the Japanese company.
(16) Document related to residence which you will settle in (if you have a prospective residence)
- It must include the address, the name of leaseholder and housemate, if applicable.
II.  REQUIREMENTS FOR CHILD (JFC)
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
- If the child has his/her Japanese passport, unnecessary (submit a photocopy of it instead).
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached. ）
- If the child has his/her Japanese passport, unnecessary.
(4) Birth Certificate (issued by PSA within 1 year)
- See I (4) for additional documents
(5) Certificate of Enrollment/Graduation (if the child goes to/has finished school in the Philippines)
(6) Admission Letter from Japanese school, etc. (if the child has a schooling plan in Japan)
- It must include the address, the phone number and contact person of the school.
(7) TB Clearance Certificate(in case you apply for visa as Long Term Resident, Photocopy,no need original)
III.  REQUIREMENTS FOR INVITER, GUARANTOR OR SUPPORTING ORGANIZATION
ATTENTION: Please be aware that some unscrupulous brokers, criminal organizations and human
trafficking syndicates may approach you as a guarantor or agent to exploit you under JFC visa.
(1) Invitation Letter",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_7
93,32,"A. PURPOSE
Study, work (including “Technical Trainee Intern” and “Entertainer”) or live with a spouse or parent(s)
(Your Inviter needs to apply Japan Immigration for a Certificate of Eligibility (COE) in advance.)
☞ As of Diplomat, Official, Medical Stay and Housekeeper hired by Diplomat/Official, please check its own
requirements on this website.","STUDENT, WORKER AND DEPENDENT.pdf","STUDENT, WORKER AND DEPENDENT","STUDENT, WORKER AND DEPENDENT.pdf_chunk_1"
94,32,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
95,32,"【ADDITIONAL REQUIREMENTS】
- If inviter or his/her spouse is Japanese, submit his/her Koseki-tohon.
- If inviter/guarantor is not Japanese, submit his/her photocopy of Residence Card (both sides).",VISITING RELATIVES.pdf,VISITING RELATIVES,VISITING RELATIVES.pdf_chunk_6
96,33,"【In case that applicant is planning to work for a living in Japan】
(5) Photocopy of employment contract with Japanese company, etc.",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_6
97,33,"【Documents of Japanese Spouse/Parent】
(6) Photocopy of Arian Certificate of Registration Card
(7) Photocopy of Japanese Passport (Identification page and valid visa of the Philippines)",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_5
98,33,"【In case that you have Certificate of Eligibility issued by a Regional Immigration Services Bureau in Japan】
(9) Certificate of Eligibility (Photocopy, no need original)
* If you received a Certificate of eligibility by email from Japan Immigration, submit a
photocopy of the email.",HOUSEKEEPER OF DIPLOMAT:OFFICIAL.pdf,HOUSEKEEPER OF DIPLOMAT/OFFICIAL,HOUSEKEEPER OF DIPLOMAT:OFFICIAL.pdf_chunk_3
99,34,"【ADDITIONAL REQUIREMENTS】
- If inviter or his/her spouse is Japanese, submit his/her Koseki-tohon.
- If inviter/guarantor is not Japanese, submit his/her photocopy of Residence Card (both sides).
(8) Employment certificate of relative.
(9) Income Certificate (Shotoku-shomeisho) and Tax Certificate (Nozei-shomeisho. If include description
of the total amount of income,no need income Certificate)
(10)TB Clearance Certificate(Photocopy,no need original)
III.  APPLICATION WITHOUT COE AND NO DESCENDANT OF THE 2ND GENERATION HAS BEEN GRANTED
NIKKEI-JIN VISA (The followings are required in addition to “I” and “II”.)
(1) Background history about the 1st and 2nd Generation in English and its Japanese translation
(2) Birth Certificate (Spouse of the 1st Generation, the 2nd Generation and his/her spouse)
- See I, (5) for additional documents
(3) Marriage Certificate (the 1st and 2nd Generation)
- See I, (6) for additional documents
(4) Death Certificate (if the 1st or 2nd Generation deceased)",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_8
100,34,"【Documents of Japanese Spouse/Parent】
(6) Photocopy of Arian Certificate of Registration Card
(7) Photocopy of Japanese Passport (Identification page and valid visa of the Philippines)",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_5
101,34,"B. Requirements（Details→https://www.ph.emb-japan.go.jp/itprtop_en/11_000001_00896.html）
※ Downloadable from this website
COMMON REQUIREMENTS
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached.）
(4) Request for Multiple-Entry Visa ※
* In case [ those with sufficient financial capacity] is checked, the embassy examine and determine
whether the applicant falls under [Multiple-Entry Visa for Temporary Visitor] or [Multiple-Entry Visa
Temporary Visitor Visa for Philippine Nationals with Considerable Financial Capacity].
(5) PSA issued Birth Certificate and Marriage Certificate (for married applicants), issued within 1 year
☞Unnecessary if there is used Japan Visa on passport.",MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH,MULTIPLE-ENTRY TEMPORARY VISITOR VISA (PHILIPPINE NATIONALS WITH CONSIDERABLE FINANCIAL CAPACITY).pdf_chunk_2
102,35,"C. Procedure of Application
(1) Without COE, you need apply for visa through one of the accredited agencies or the registered Nikkei-Jin
agencies. Please put all the requirements into a large envelope and submit it without seal.
(2) With COE, you can apply for visa directly the Embassy of Japan in the Philippines, the Consulate General
in Cebu or Davao (You can also apply for visa through one of the agencies abovementioned.)",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_11
103,35,"【In case that applicant is Nikkeijin with a COE】
•
Direct application is accepted even if processed by registered agencies.",JAPAN VISA GENERAL INFO.pdf,JAPAN VISA – GENERAL INFORMATION,JAPAN VISA GENERAL INFO.pdf_chunk_3
104,35,"ATTIC TOURS
Specialized in Japan Visa Application Services",ATTIC TOURS.pdf,ATTIC TOURS,ATTIC TOURS.pdf_chunk_0
105,36,"【In case that the 2nd Generation is not registered in Koseki-tohon, submit following documents】
(6) Documents to indicate the 1st Generation’s migration to the Philippines
- The 1st Generation’s Wedding Photo, passport or Koseki-tohon, etc.
(7) Documents to incicate the relationship between the descendants of the 2nd Generation in the
Philippines and their relatives in Japan
- Letters from relatives of the 1st Generation or his/her descendants in Japan
- Photos taken when the relatives in Japan visited the Philippines, etc.
(8) Other documents to indicate the relationship between the 1st and present Generation",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_10
106,36,"A. ELIGIBILITY FOR APPLICATION
(1) Children of Japanese Nationals who migrated to the Philippines before or during the World War II
(refered to as the 2nd Generation). To be recognized as the 2nd Generation, they are required to have
been in the Philippines at the end of the War.
(2) Descendants of the 2nd Generation
(3) Spouse of the 2nd Generation and their descendants",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_1
107,36,"【ADDITIONAL REQUIREMENTS】
- If inviter or his/her spouse is Japanese, submit his/her Koseki-tohon.
- If inviter/guarantor is not Japanese, submit his/her photocopy of Residence Card (both sides).
(8) Employment certificate of relative.
(9) Income Certificate (Shotoku-shomeisho) and Tax Certificate (Nozei-shomeisho. If include description
of the total amount of income,no need income Certificate)
(10)TB Clearance Certificate(Photocopy,no need original)
III.  APPLICATION WITHOUT COE AND NO DESCENDANT OF THE 2ND GENERATION HAS BEEN GRANTED
NIKKEI-JIN VISA (The followings are required in addition to “I” and “II”.)
(1) Background history about the 1st and 2nd Generation in English and its Japanese translation
(2) Birth Certificate (Spouse of the 1st Generation, the 2nd Generation and his/her spouse)
- See I, (5) for additional documents
(3) Marriage Certificate (the 1st and 2nd Generation)
- See I, (6) for additional documents
(4) Death Certificate (if the 1st or 2nd Generation deceased)",NIKKEI-JIN (JAPANESE DESCENDANT).pdf,NIKKEI-JIN (JAPANESE DESCENDANT),NIKKEI-JIN (JAPANESE DESCENDANT).pdf_chunk_8
108,37,"【In case that applicant has a plan to settle in Japan with the child】
(15) Certificate to be employed by Japanese company (if you have a prospective employer)
- It must include address, phone number and contact person of the Japanese company.
(16) Document related to residence which you will settle in (if you have a prospective residence)
- It must include the address, the name of leaseholder and housemate, if applicable.
II.  REQUIREMENTS FOR CHILD (JFC)
(1) Passport（Holder’s signature required）
(2) Photocopy of Passport(Identification page only)
- If the child has his/her Japanese passport, unnecessary (submit a photocopy of it instead).
(3) Application Form ※（A facial Photo (4.5×3.5cm) must be attached. ）
- If the child has his/her Japanese passport, unnecessary.
(4) Birth Certificate (issued by PSA within 1 year)
- See I (4) for additional documents
(5) Certificate of Enrollment/Graduation (if the child goes to/has finished school in the Philippines)
(6) Admission Letter from Japanese school, etc. (if the child has a schooling plan in Japan)
- It must include the address, the phone number and contact person of the school.
(7) TB Clearance Certificate(in case you apply for visa as Long Term Resident, Photocopy,no need original)
III.  REQUIREMENTS FOR INVITER, GUARANTOR OR SUPPORTING ORGANIZATION
ATTENTION: Please be aware that some unscrupulous brokers, criminal organizations and human
trafficking syndicates may approach you as a guarantor or agent to exploit you under JFC visa.
(1) Invitation Letter",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_7
109,37,"A. Eligibility for application
Filipino parents raising Japanese-Filipino Children (refered to as JFC, who must be under 20 years old)
by themselves will travel to Japan on one of the following purposes.
(1) To raise the child in Japan (as Long Term Resident)
(2) Preparation or preliminary inspection for possible long-term stay in the future to raise the child in
Japan (as Temporary Visitor)
(3) Search for a Japanese parent or negotiations with him on acknowledgement, custody or child-support
payment, etc (as Temporary Visitor)
* If you have supports from a Japanese parent now to raise the child, you are not eligible for this visa.
For details of the eligibility, please ask us directly.",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_1
110,37,"B. REQUIREMENTS（Details → https://www.ph.emb-japan.go.jp/itpr_en/00_000000.html）
APPLICANT’S REQUIREMENTS
(1) Visa Application Through JVAC
•
Accepted weekdays from 8:40 AM; receipt with 8-digit application number issued.
•
JVAC is a private enterprise; handling fee applies (check with JVAC).
(2) Direct Application to the Embassy or Consular Offices (Cebu/Davao)
•
Eligible if applying for:
o Diplomatic or Official Visas.
o Invitees directly by: Japanese government, independent administrative agencies of
Japan, local governments of Japan, or national/municipal educational institutions
(educational, cultural, youth exchange programs).
o Awardees of Japanese Government Scholarship.
o Commercial purposes for employees of:
- Joint venture companies or local subsidiaries of Japanese enterprises listed on the
Japanese Stock Exchange.
- Companies that are members of the Japanese Chamber of Commerce and Industry
in the Philippines.
o Special humanitarian cases (e.g., serious illness of a relative in Japan).
o Applicants with custody of a biological child of a Japanese National, applying to
raise the child in Japan.",JAPAN VISA GENERAL INFO.pdf,JAPAN VISA – GENERAL INFORMATION,JAPAN VISA GENERAL INFO.pdf_chunk_2
111,38,"A. Eligibility for application
Filipino parents raising Japanese-Filipino Children (refered to as JFC, who must be under 20 years old)
by themselves will travel to Japan on one of the following purposes.
(1) To raise the child in Japan (as Long Term Resident)
(2) Preparation or preliminary inspection for possible long-term stay in the future to raise the child in
Japan (as Temporary Visitor)
(3) Search for a Japanese parent or negotiations with him on acknowledgement, custody or child-support
payment, etc (as Temporary Visitor)
* If you have supports from a Japanese parent now to raise the child, you are not eligible for this visa.
For details of the eligibility, please ask us directly.",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_1
112,38,"FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN
JUNE 2025",FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN,FILIPINO PARENTS TRAVELLING TO JAPAN WITH JAPANESE-FILIPINO CHILDREN.pdf_chunk_0
113,38,"A. PURPOSE
Spouse/child of Japanese national residing in the Philippines visits Japan temporarily.
☞ To apply for this visa, the Japanese spouse/parent needs to stay in the Philippines with long term visa
valid for 6 months or over. If he/she stays in the Philippines as temporary visitor, this visa is not
available.",SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf,SPOUSE OR CHLID OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES,SPOUSE OR CHILD OF JAPANESE NATIONAL RESIDING IN THE PHILIPPINES.pdf_chunk_1
